revenue_per_user,orders_cnt_per_user,converted_from_main_screen_to_item_card_screen,group,period
999.1765,12.1756,0,B,before test
999.1766,12.1757,1,B,before test
999.1767,12.1758,0,A,in test
999.1768,12.1759,0,B,in test
999.1769,12.1760,0,B,before test
999.1770,12.1761,0,B,in test
999.1771,12.1762,0,B,in test
999.1772,12.1763,0,A,in test
999.1773,12.1764,0,B,in test
999.1774,12.1765,0,B,in test
999.1775,12.1766,0,A,in test
999.1776,12.1767,0,A,in test
999.1777,12.1768,0,B,in test
999.1778,12.1769,1,A,in test
999.1779,12.1770,0,B,before test
999.1780,12.1771,0,B,before test
999.1781,12.1772,0,B,in test
999.1782,12.1773,0,B,in test
999.1783,12.1774,0,A,before test
999.1784,12.1775,0,B,before test
999.1785,12.1776,0,B,in test
999.1786,12.1777,0,B,in test
999.1787,12.1778,0,B,in test
999.1788,12.1779,0,A,in test
999.1789,12.1780,0,B,before test
999.1790,12.1781,0,B,in test
999.1791,12.1782,0,A,in test
999.1792,12.1783,0,A,in test
999.1793,12.1784,0,B,in test
999.1794,12.1785,0,A,in test
999.1795,12.1786,0,B,in test
999.1796,12.1787,0,A,before test
999.1797,12.1788,1,B,in test
999.1798,12.1789,0,B,in test
999.1799,12.1790,0,B,before test
999.1800,12.1791,0,B,in test
999.1801,12.1792,0,A,before test
999.1802,12.1793,0,A,before test
999.1803,12.1794,0,B,in test
999.1804,12.1795,0,B,in test
999.1805,12.1796,0,A,in test
999.1806,12.1797,0,B,before test
999.1807,12.1798,0,B,in test
999.1808,12.1799,0,B,in test
999.1809,12.1800,0,B,before test
999.1810,12.1801,1,B,in test
999.1811,12.1802,0,B,in test
999.1812,12.1803,0,B,before test
999.1813,12.1804,0,B,in test
999.1814,12.1805,0,B,in test
999.1815,12.1806,0,B,before test
999.1816,12.1807,0,A,in test
999.1817,12.1808,0,A,in test
999.1818,12.1809,0,A,in test
999.1819,12.1810,0,A,in test
999.1820,12.1811,1,B,in test
999.1821,12.1812,0,A,in test
999.1822,12.1813,0,A,in test
999.1823,12.1814,0,A,in test
999.1824,12.1815,0,B,in test
999.1825,12.1816,0,B,in test
999.1826,12.1817,0,B,in test
999.1827,12.1818,0,B,in test
999.1828,12.1819,0,B,in test
999.1829,12.1820,1,B,in test
999.1830,12.1821,0,A,before test
999.1831,12.1822,1,B,before test
999.1832,12.1823,0,A,before test
999.1833,12.1824,0,A,before test
999.1834,12.1825,1,A,in test
999.1835,12.1826,0,B,in test
999.1836,12.1827,0,A,in test
999.1837,12.1828,0,A,in test
999.1838,12.1829,0,B,before test
999.1839,12.1830,0,B,before test
999.1840,12.1831,0,A,before test
999.1841,12.1832,0,B,in test
999.1842,12.1833,0,B,in test
999.1843,12.1834,0,B,before test
999.1844,12.1835,0,B,in test
999.1845,12.1836,0,B,before test
999.1846,12.1837,0,B,in test
999.1847,12.1838,0,A,in test
999.1848,12.1839,0,B,in test
999.1849,12.1840,0,B,before test
999.1850,12.1841,0,B,before test
999.1851,12.1842,0,B,in test
999.1852,12.1843,0,B,in test
999.1853,12.1844,0,B,before test
999.1854,12.1845,0,B,in test
999.1855,12.1846,0,A,in test
999.1856,12.1847,0,B,in test
999.1857,12.1848,0,A,before test
999.1858,12.1849,0,A,before test
999.1859,12.1850,1,B,in test
999.1860,12.1851,0,A,before test
999.1861,12.1852,0,B,in test
999.1862,12.1853,0,B,before test
999.1863,12.1854,0,A,in test
999.1864,12.1855,0,A,before test
999.1865,12.1856,0,B,before test
999.1866,12.1857,0,B,in test
999.1867,12.1858,0,A,before test
999.1868,12.1859,0,A,before test
999.1869,12.1860,0,B,before test
999.1870,12.1861,0,B,before test
999.1871,12.1862,0,A,in test
999.1872,12.1863,0,B,in test
999.1873,12.1864,0,A,before test
999.1874,12.1865,0,A,in test
999.1875,12.1866,0,A,before test
999.1876,12.1867,0,A,before test
999.1877,12.1868,0,B,before test
999.1878,12.1869,0,A,before test
999.1879,12.1870,0,B,in test
999.1880,12.1871,0,B,before test
999.1881,12.1872,0,A,in test
999.1882,12.1873,0,A,before test
999.1883,12.1874,0,B,in test
999.1884,12.1875,1,B,before test
999.1885,12.1876,0,A,in test
999.1886,12.1877,0,B,before test
999.1887,12.1878,0,B,in test
999.1888,12.1879,0,B,in test
999.1889,12.1880,0,A,in test
999.1890,12.1881,0,B,in test
999.1891,12.1882,0,B,in test
999.1892,12.1883,0,B,before test
999.1893,12.1884,1,B,before test
999.1894,12.1885,0,B,before test
999.1895,12.1886,1,B,in test
999.1896,12.1887,1,B,in test
999.1897,12.1888,0,B,in test
999.1898,12.1889,0,B,in test
999.1899,12.1890,0,A,in test
999.1900,12.1891,0,B,before test
999.1901,12.1892,0,B,in test
999.1902,12.1893,1,A,in test
999.1903,12.1894,0,B,in test
999.1904,12.1895,0,B,before test
999.1905,12.1896,0,B,before test
999.1906,12.1897,1,A,in test
999.1907,12.1898,1,B,in test
999.1908,12.1899,0,B,in test
999.1909,12.1900,1,A,before test
999.1910,12.1901,1,B,in test
999.1911,12.1902,0,A,in test
999.1912,12.1903,0,A,in test
999.1913,12.1904,0,B,in test
999.1914,12.1905,1,A,in test
999.1915,12.1906,1,B,before test
999.1916,12.1907,0,B,in test
999.1917,12.1908,0,B,in test
999.1918,12.1909,0,A,before test
999.1919,12.1910,0,B,in test
999.1920,12.1911,0,A,in test
999.1921,12.1912,0,A,in test
999.1922,12.1913,0,A,in test
999.1923,12.1914,0,A,before test
999.1924,12.1915,1,A,before test
999.1925,12.1916,1,B,in test
999.1926,12.1917,0,B,before test
999.1927,12.1918,0,A,in test
999.1928,12.1919,0,B,before test
999.1929,12.1920,1,A,before test
999.1930,12.1921,0,A,before test
999.1931,12.1922,0,A,in test
999.1932,12.1923,0,A,before test
999.1933,12.1924,1,B,before test
999.1934,12.1925,0,B,in test
999.1935,12.1926,0,A,before test
999.1936,12.1927,0,B,in test
999.1937,12.1928,0,B,before test
999.1938,12.1929,0,B,in test
999.1939,12.1930,1,B,before test
999.1940,12.1931,0,B,in test
999.1941,12.1932,0,A,in test
999.1942,12.1933,1,B,in test
999.1943,12.1934,0,A,in test
999.1944,12.1935,0,B,in test
999.1945,12.1936,0,A,in test
999.1946,12.1937,0,B,before test
999.1947,12.1938,0,B,before test
999.1948,12.1939,0,A,in test
999.1949,12.1940,0,A,in test
999.1950,12.1941,0,A,before test
999.1951,12.1942,0,B,in test
999.1952,12.1943,0,B,in test
999.1953,12.1944,0,B,before test
999.1954,12.1945,1,B,in test
999.1955,12.1946,1,B,in test
999.1956,12.1947,0,B,before test
999.1957,12.1948,0,A,before test
999.1958,12.1949,0,A,before test
999.1959,12.1950,0,B,before test
999.1960,12.1951,0,B,in test
999.1961,12.1952,0,A,before test
999.1962,12.1953,0,B,in test
999.1963,12.1954,0,B,before test
999.1964,12.1955,0,B,before test
999.1965,12.1956,0,A,in test
999.1966,12.1957,0,B,in test
999.1967,12.1958,1,B,in test
999.1968,12.1959,0,B,before test
999.1969,12.1960,0,A,in test
999.1970,12.1961,0,A,before test
999.1971,12.1962,0,A,before test
999.1972,12.1963,0,B,before test
999.1973,12.1964,0,B,before test
999.1974,12.1965,0,A,before test
999.1975,12.1966,0,A,before test
999.1976,12.1967,0,B,before test
999.1977,12.1968,0,B,in test
999.1978,12.1969,1,A,before test
999.1979,12.1970,0,A,in test
999.1980,12.1971,0,A,before test
999.1981,12.1972,0,B,before test
999.1982,12.1973,0,B,before test
999.1983,12.1974,0,B,in test
999.1984,12.1975,1,B,in test
999.1985,12.1976,0,A,before test
999.1986,12.1977,0,A,before test
999.1987,12.1978,0,A,before test
999.1988,12.1979,0,A,in test
999.1989,12.1980,1,B,in test
999.1990,12.1981,0,B,in test
999.1991,12.1982,1,A,in test
999.1992,12.1983,1,A,before test
999.1993,12.1984,0,A,in test
999.1994,12.1985,0,B,before test
999.1995,12.1986,1,B,in test
999.1996,12.1987,0,A,before test
999.1997,12.1988,0,B,in test
999.1998,12.1989,0,B,before test
999.1999,12.1990,0,B,before test
999.2000,12.1991,0,B,before test
999.2001,12.1992,0,A,before test
999.2002,12.1993,0,A,in test
999.2003,12.1994,0,A,in test
999.2004,12.1995,0,A,before test
999.2005,12.1996,0,B,before test
999.2006,12.1997,0,A,in test
999.2007,12.1998,0,A,before test
999.2008,12.1999,0,A,in test
999.2009,12.2000,1,A,in test
999.2010,12.2001,0,B,before test
999.2011,12.2002,0,B,before test
999.2012,12.2003,0,B,before test
999.2013,12.2004,0,B,before test
999.2014,12.2005,0,A,in test
999.2015,12.2006,0,B,in test
999.2016,12.2007,0,B,in test
999.2017,12.2008,0,B,before test
999.2018,12.2009,0,B,in test
999.2019,12.2010,0,B,in test
999.2020,12.2011,1,A,in test
999.2021,12.2012,0,B,before test
999.2022,12.2013,0,B,in test
999.2023,12.2014,0,A,before test
999.2024,12.2015,0,A,before test
999.2025,12.2016,1,B,in test
999.2026,12.2017,0,A,in test
999.2027,12.2018,0,A,before test
999.2028,12.2019,0,B,before test
999.2029,12.2020,1,A,in test
999.2030,12.2021,0,A,before test
999.2031,12.2022,0,B,before test
999.2032,12.2023,0,A,before test
999.2033,12.2024,0,B,in test
999.2034,12.2025,0,A,in test
999.2035,12.2026,0,A,in test
999.2036,12.2027,1,B,before test
999.2037,12.2028,0,B,in test
999.2038,12.2029,0,A,in test
999.2039,12.2030,0,A,before test
999.2040,12.2031,1,B,in test
999.2041,12.2032,0,B,before test
999.2042,12.2033,0,A,before test
999.2043,12.2034,0,B,in test
999.2044,12.2035,0,B,in test
999.2045,12.2036,0,A,in test
999.2046,12.2037,0,A,before test
999.2047,12.2038,0,A,in test
999.2048,12.2039,0,B,before test
999.2049,12.2040,0,B,in test
999.2050,12.2041,0,A,in test
999.2051,12.2042,0,A,before test
999.2052,12.2043,0,B,before test
999.2053,12.2044,0,B,before test
999.2054,12.2045,0,A,in test
999.2055,12.2046,0,B,before test
999.2056,12.2047,0,A,in test
999.2057,12.2048,0,A,in test
999.2058,12.2049,0,A,in test
999.2059,12.2050,1,B,before test
999.2060,12.2051,0,B,in test
999.2061,12.2052,0,B,in test
999.2062,12.2053,0,B,in test
999.2063,12.2054,0,A,before test
999.2064,12.2055,0,A,in test
999.2065,12.2056,0,B,before test
999.2066,12.2057,0,A,in test
999.2067,12.2058,0,A,in test
999.2068,12.2059,0,B,in test
999.2069,12.2060,0,A,in test
999.2070,12.2061,0,B,in test
999.2071,12.2062,1,A,in test
999.2072,12.2063,0,B,before test
999.2073,12.2064,0,B,before test
999.2074,12.2065,1,B,before test
999.2075,12.2066,0,A,in test
999.2076,12.2067,0,A,before test
999.2077,12.2068,0,A,in test
999.2078,12.2069,0,A,before test
999.2079,12.2070,0,A,in test
999.2080,12.2071,0,A,in test
999.2081,12.2072,0,B,before test
999.2082,12.2073,0,B,before test
999.2083,12.2074,0,A,in test
999.2084,12.2075,1,B,in test
999.2085,12.2076,0,B,in test
999.2086,12.2077,0,B,before test
999.2087,12.2078,0,B,before test
999.2088,12.2079,0,B,before test
999.2089,12.2080,0,A,before test
999.2090,12.2081,0,B,before test
999.2091,12.2082,0,A,in test
999.2092,12.2083,0,A,before test
999.2093,12.2084,0,A,before test
999.2094,12.2085,0,A,before test
999.2095,12.2086,0,B,in test
999.2096,12.2087,0,A,in test
999.2097,12.2088,0,A,in test
999.2098,12.2089,0,A,in test
999.2099,12.2090,0,A,before test
999.2100,12.2091,0,A,before test
999.2101,12.2092,0,B,before test
999.2102,12.2093,0,A,in test
999.2103,12.2094,0,B,before test
999.2104,12.2095,0,B,before test
999.2105,12.2096,0,A,before test
999.2106,12.2097,0,B,in test
999.2107,12.2098,0,A,before test
999.2108,12.2099,0,B,in test
999.2109,12.2100,1,B,in test
999.2110,12.2101,0,A,before test
999.2111,12.2102,0,A,in test
999.2112,12.2103,1,B,in test
999.2113,12.2104,0,B,before test
999.2114,12.2105,0,A,before test
999.2115,12.2106,0,A,in test
999.2116,12.2107,0,B,in test
999.2117,12.2108,0,A,before test
999.2118,12.2109,0,B,before test
999.2119,12.2110,0,A,in test
999.2120,12.2111,0,B,in test
999.2121,12.2112,0,B,before test
999.2122,12.2113,0,B,in test
999.2123,12.2114,0,A,before test
999.2124,12.2115,0,A,in test
999.2125,12.2116,0,B,before test
999.2126,12.2117,0,B,in test
999.2127,12.2118,0,A,before test
999.2128,12.2119,0,B,in test
999.2129,12.2120,0,B,in test
999.2130,12.2121,0,A,before test
999.2131,12.2122,0,A,in test
999.2132,12.2123,0,A,in test
999.2133,12.2124,0,A,before test
999.2134,12.2125,0,A,in test
999.2135,12.2126,0,A,before test
999.2136,12.2127,0,B,in test
999.2137,12.2128,0,A,in test
999.2138,12.2129,0,A,in test
999.2139,12.2130,0,A,in test
999.2140,12.2131,0,B,in test
999.2141,12.2132,0,B,in test
999.2142,12.2133,0,B,before test
999.2143,12.2134,0,B,in test
999.2144,12.2135,0,A,in test
999.2145,12.2136,1,A,before test
999.2146,12.2137,0,A,before test
999.2147,12.2138,0,A,before test
999.2148,12.2139,0,A,before test
999.2149,12.2140,0,A,in test
999.2150,12.2141,0,B,before test
999.2151,12.2142,1,A,before test
999.2152,12.2143,0,A,before test
999.2153,12.2144,0,B,before test
999.2154,12.2145,0,B,in test
999.2155,12.2146,0,B,before test
999.2156,12.2147,1,B,before test
999.2157,12.2148,0,A,before test
999.2158,12.2149,0,B,before test
999.2159,12.2150,1,A,before test
999.2160,12.2151,0,A,before test
999.2161,12.2152,0,B,in test
999.2162,12.2153,0,A,before test
999.2163,12.2154,0,A,before test
999.2164,12.2155,0,A,before test
999.2165,12.2156,0,B,in test
999.2166,12.2157,0,B,in test
999.2167,12.2158,0,A,before test
999.2168,12.2159,1,A,in test
999.2169,12.2160,0,B,before test
999.2170,12.2161,0,B,in test
999.2171,12.2162,0,B,before test
999.2172,12.2163,0,B,before test
999.2173,12.2164,1,A,before test
999.2174,12.2165,0,B,before test
999.2175,12.2166,1,B,before test
999.2176,12.2167,1,A,before test
999.2177,12.2168,0,A,before test
999.2178,12.2169,0,A,in test
999.2179,12.2170,1,A,before test
999.2180,12.2171,0,B,before test
999.2181,12.2172,0,B,in test
999.2182,12.2173,0,A,in test
999.2183,12.2174,1,A,in test
999.2184,12.2175,0,A,before test
999.2185,12.2176,0,A,before test
999.2186,12.2177,0,B,in test
999.2187,12.2178,0,B,in test
999.2188,12.2179,0,A,before test
999.2189,12.2180,0,A,in test
999.2190,12.2181,0,A,before test
999.2191,12.2182,0,A,before test
999.2192,12.2183,0,A,before test
999.2193,12.2184,0,A,in test
999.2194,12.2185,0,A,in test
999.2195,12.2186,1,B,before test
999.2196,12.2187,0,A,in test
999.2197,12.2188,1,A,in test
999.2198,12.2189,0,B,in test
999.2199,12.2190,0,A,in test
999.2200,12.2191,0,A,before test
999.2201,12.2192,0,A,in test
999.2202,12.2193,0,B,before test
999.2203,12.2194,0,A,before test
999.2204,12.2195,0,A,in test
999.2205,12.2196,0,A,before test
999.2206,12.2197,0,A,before test
999.2207,12.2198,1,A,in test
999.2208,12.2199,1,B,before test
999.2209,12.2200,1,A,before test
999.2210,12.2201,0,A,in test
999.2211,12.2202,0,A,in test
999.2212,12.2203,1,A,in test
999.2213,12.2204,0,B,before test
999.2214,12.2205,0,B,before test
999.2215,12.2206,0,A,before test
999.2216,12.2207,0,B,before test
999.2217,12.2208,0,B,before test
999.2218,12.2209,0,B,in test
999.2219,12.2210,1,A,before test
999.2220,12.2211,0,A,before test
999.2221,12.2212,0,B,before test
999.2222,12.2213,0,A,in test
999.2223,12.2214,0,A,before test
999.2224,12.2215,0,A,in test
999.2225,12.2216,0,B,before test
999.2226,12.2217,0,A,before test
999.2227,12.2218,0,A,in test
999.2228,12.2219,0,B,before test
999.2229,12.2220,1,A,before test
999.2230,12.2221,0,B,before test
999.2231,12.2222,0,A,in test
999.2232,12.2223,0,A,before test
999.2233,12.2224,0,B,before test
999.2234,12.2225,0,B,in test
999.2235,12.2226,0,B,before test
999.2236,12.2227,0,A,in test
999.2237,12.2228,1,A,before test
999.2238,12.2229,0,B,before test
999.2239,12.2230,0,B,in test
999.2240,12.2231,0,B,in test
999.2241,12.2232,0,B,in test
999.2242,12.2233,0,B,before test
999.2243,12.2234,0,A,before test
999.2244,12.2235,1,B,in test
999.2245,12.2236,1,A,in test
999.2246,12.2237,0,A,in test
999.2247,12.2238,0,B,in test
999.2248,12.2239,0,A,before test
999.2249,12.2240,1,B,in test
999.2250,12.2241,0,B,in test
999.2251,12.2242,0,A,in test
999.2252,12.2243,0,A,before test
999.2253,12.2244,0,A,before test
999.2254,12.2245,0,B,in test
999.2255,12.2246,0,B,in test
999.2256,12.2247,1,A,in test
999.2257,12.2248,0,B,in test
999.2258,12.2249,1,A,before test
999.2259,12.2250,0,B,before test
999.2260,12.2251,0,A,in test
999.2261,12.2252,0,A,before test
999.2262,12.2253,0,A,in test
999.2263,12.2254,0,B,in test
999.2264,12.2255,0,B,in test
999.2265,12.2256,0,B,before test
999.2266,12.2257,0,B,in test
999.2267,12.2258,0,A,before test
999.2268,12.2259,0,A,in test
999.2269,12.2260,0,A,before test
999.2270,12.2261,0,A,in test
999.2271,12.2262,0,A,in test
999.2272,12.2263,0,A,before test
999.2273,12.2264,0,B,in test
999.2274,12.2265,0,A,before test
999.2275,12.2266,1,B,before test
999.2276,12.2267,0,B,in test
999.2277,12.2268,0,A,before test
999.2278,12.2269,0,B,in test
999.2279,12.2270,0,A,before test
999.2280,12.2271,0,A,in test
999.2281,12.2272,0,A,in test
999.2282,12.2273,1,A,before test
999.2283,12.2274,0,B,before test
999.2284,12.2275,1,B,in test
999.2285,12.2276,0,B,before test
999.2286,12.2277,0,A,before test
999.2287,12.2278,0,A,in test
999.2288,12.2279,0,B,before test
999.2289,12.2280,0,A,before test
999.2290,12.2281,0,A,in test
999.2291,12.2282,0,B,in test
999.2292,12.2283,0,B,in test
999.2293,12.2284,0,A,in test
999.2294,12.2285,0,A,in test
999.2295,12.2286,1,B,in test
999.2296,12.2287,0,B,before test
999.2297,12.2288,1,A,before test
999.2298,12.2289,0,B,before test
999.2299,12.2290,0,B,in test
999.2300,12.2291,0,B,before test
999.2301,12.2292,0,A,before test
999.2302,12.2293,0,A,in test
999.2303,12.2294,0,A,in test
999.2304,12.2295,0,B,before test
999.2305,12.2296,0,A,in test
999.2306,12.2297,0,A,before test
999.2307,12.2298,1,B,before test
999.2308,12.2299,0,A,in test
999.2309,12.2300,0,A,before test
999.2310,12.2301,0,B,before test
999.2311,12.2302,0,B,before test
999.2312,12.2303,0,B,before test
999.2313,12.2304,0,A,in test
999.2314,12.2305,1,A,in test
999.2315,12.2306,0,A,before test
999.2316,12.2307,0,B,in test
999.2317,12.2308,0,A,in test
999.2318,12.2309,1,A,in test
999.2319,12.2310,0,B,before test
999.2320,12.2311,0,A,before test
999.2321,12.2312,1,B,before test
999.2322,12.2313,0,A,in test
999.2323,12.2314,0,A,in test
999.2324,12.2315,0,A,before test
999.2325,12.2316,0,A,in test
999.2326,12.2317,0,B,before test
999.2327,12.2318,0,B,in test
999.2328,12.2319,0,B,before test
999.2329,12.2320,0,B,before test
999.2330,12.2321,0,B,before test
999.2331,12.2322,0,A,before test
999.2332,12.2323,1,A,before test
999.2333,12.2324,0,B,before test
999.2334,12.2325,1,B,in test
999.2335,12.2326,0,A,in test
999.2336,12.2327,0,B,before test
999.2337,12.2328,0,A,before test
999.2338,12.2329,0,A,before test
999.2339,12.2330,0,A,before test
999.2340,12.2331,0,B,before test
999.2341,12.2332,0,B,in test
999.2342,12.2333,0,A,before test
999.2343,12.2334,0,B,before test
999.2344,12.2335,0,B,in test
999.2345,12.2336,0,A,before test
999.2346,12.2337,0,B,before test
999.2347,12.2338,0,B,in test
999.2348,12.2339,0,A,in test
999.2349,12.2340,0,A,before test
999.2350,12.2341,0,B,in test
999.2351,12.2342,0,B,before test
999.2352,12.2343,0,B,before test
999.2353,12.2344,0,B,before test
999.2354,12.2345,0,B,in test
999.2355,12.2346,1,B,in test
999.2356,12.2347,0,A,before test
999.2357,12.2348,1,A,in test
999.2358,12.2349,0,A,in test
999.2359,12.2350,1,A,in test
999.2360,12.2351,0,A,in test
999.2361,12.2352,0,A,in test
999.2362,12.2353,0,B,in test
999.2363,12.2354,0,A,before test
999.2364,12.2355,0,B,before test
999.2365,12.2356,1,A,before test
999.2366,12.2357,0,A,in test
999.2367,12.2358,0,B,before test
999.2368,12.2359,1,B,in test
999.2369,12.2360,0,B,before test
999.2370,12.2361,0,B,before test
999.2371,12.2362,0,B,before test
999.2372,12.2363,0,A,before test
999.2373,12.2364,1,B,before test
999.2374,12.2365,0,B,before test
999.2375,12.2366,0,A,before test
999.2376,12.2367,0,A,before test
999.2377,12.2368,0,B,before test
999.2378,12.2369,0,B,in test
999.2379,12.2370,0,A,in test
999.2380,12.2371,0,A,in test
999.2381,12.2372,0,A,before test
999.2382,12.2373,0,A,before test
999.2383,12.2374,0,B,before test
999.2384,12.2375,0,B,in test
999.2385,12.2376,0,A,in test
999.2386,12.2377,0,B,before test
999.2387,12.2378,0,A,before test
999.2388,12.2379,0,A,in test
999.2389,12.2380,0,B,before test
999.2390,12.2381,0,B,before test
999.2391,12.2382,0,A,in test
999.2392,12.2383,1,B,before test
999.2393,12.2384,0,A,before test
999.2394,12.2385,0,B,before test
999.2395,12.2386,0,A,before test
999.2396,12.2387,0,A,before test
999.2397,12.2388,0,A,before test
999.2398,12.2389,0,A,in test
999.2399,12.2390,1,A,in test
999.2400,12.2391,0,B,before test
999.2401,12.2392,0,A,in test
999.2402,12.2393,0,B,in test
999.2403,12.2394,0,B,before test
999.2404,12.2395,0,B,before test
999.2405,12.2396,0,A,in test
999.2406,12.2397,0,B,before test
999.2407,12.2398,0,A,in test
999.2408,12.2399,1,B,in test
999.2409,12.2400,0,A,in test
999.2410,12.2401,0,A,in test
999.2411,12.2402,0,B,before test
999.2412,12.2403,0,B,in test
999.2413,12.2404,0,A,before test
999.2414,12.2405,0,A,in test
999.2415,12.2406,0,A,in test
999.2416,12.2407,0,A,in test
999.2417,12.2408,0,B,in test
999.2418,12.2409,0,B,before test
999.2419,12.2410,0,B,before test
999.2420,12.2411,0,A,in test
999.2421,12.2412,1,A,in test
999.2422,12.2413,0,A,in test
999.2423,12.2414,0,A,in test
999.2424,12.2415,0,B,before test
999.2425,12.2416,0,A,in test
999.2426,12.2417,0,B,in test
999.2427,12.2418,1,B,before test
999.2428,12.2419,0,A,before test
999.2429,12.2420,0,A,in test
999.2430,12.2421,0,B,in test
999.2431,12.2422,0,A,before test
999.2432,12.2423,0,A,in test
999.2433,12.2424,0,B,in test
999.2434,12.2425,0,A,in test
999.2435,12.2426,0,B,in test
999.2436,12.2427,1,A,before test
999.2437,12.2428,0,A,in test
999.2438,12.2429,0,A,in test
999.2439,12.2430,0,B,before test
999.2440,12.2431,0,A,in test
999.2441,12.2432,1,B,in test
999.2442,12.2433,0,B,before test
999.2443,12.2434,0,A,before test
999.2444,12.2435,0,A,in test
999.2445,12.2436,0,A,in test
999.2446,12.2437,0,B,in test
999.2447,12.2438,0,A,in test
999.2448,12.2439,0,A,in test
999.2449,12.2440,0,A,before test
999.2450,12.2441,0,A,before test
999.2451,12.2442,0,A,before test
999.2452,12.2443,0,B,before test
999.2453,12.2444,0,A,before test
999.2454,12.2445,0,B,before test
999.2455,12.2446,0,A,before test
999.2456,12.2447,0,B,in test
999.2457,12.2448,0,B,before test
999.2458,12.2449,0,A,before test
999.2459,12.2450,0,A,in test
999.2460,12.2451,1,B,before test
999.2461,12.2452,0,B,in test
999.2462,12.2453,0,B,before test
999.2463,12.2454,1,A,in test
999.2464,12.2455,0,B,before test
999.2465,12.2456,0,A,before test
999.2466,12.2457,0,A,before test
999.2467,12.2458,0,B,before test
999.2468,12.2459,0,A,in test
999.2469,12.2460,0,B,in test
999.2470,12.2461,0,A,before test
999.2471,12.2462,0,A,before test
999.2472,12.2463,0,B,before test
999.2473,12.2464,1,B,before test
999.2474,12.2465,1,A,in test
999.2475,12.2466,0,A,in test
999.2476,12.2467,0,B,before test
999.2477,12.2468,0,B,before test
999.2478,12.2469,0,B,in test
999.2479,12.2470,0,B,before test
999.2480,12.2471,0,B,before test
999.2481,12.2472,1,B,in test
999.2482,12.2473,0,A,before test
999.2483,12.2474,0,A,in test
999.2484,12.2475,0,B,in test
999.2485,12.2476,0,A,before test
999.2486,12.2477,0,A,in test
999.2487,12.2478,0,A,in test
999.2488,12.2479,0,B,before test
999.2489,12.2480,1,B,in test
999.2490,12.2481,0,B,before test
999.2491,12.2482,0,A,before test
999.2492,12.2483,0,A,in test
999.2493,12.2484,0,B,in test
999.2494,12.2485,0,B,in test
999.2495,12.2486,1,B,in test
999.2496,12.2487,0,B,before test
999.2497,12.2488,1,B,before test
999.2498,12.2489,0,B,before test
999.2499,12.2490,0,B,in test
999.2500,12.2491,0,A,in test
999.2501,12.2492,1,B,in test
999.2502,12.2493,1,B,before test
999.2503,12.2494,0,A,before test
999.2504,12.2495,1,A,in test
999.2505,12.2496,0,A,in test
999.2506,12.2497,0,B,in test
999.2507,12.2498,0,A,before test
999.2508,12.2499,0,B,in test
999.2509,12.2500,0,A,in test
999.2510,12.2501,1,B,in test
999.2511,12.2502,0,A,in test
999.2512,12.2503,0,B,in test
999.2513,12.2504,0,B,before test
999.2514,12.2505,0,A,before test
999.2515,12.2506,0,B,before test
999.2516,12.2507,0,B,before test
999.2517,12.2508,0,A,before test
999.2518,12.2509,1,A,before test
999.2519,12.2510,0,B,before test
999.2520,12.2511,0,A,before test
999.2521,12.2512,0,B,before test
999.2522,12.2513,0,B,before test
999.2523,12.2514,0,B,before test
999.2524,12.2515,0,B,in test
999.2525,12.2516,1,A,before test
999.2526,12.2517,0,B,in test
999.2527,12.2518,0,A,in test
999.2528,12.2519,1,B,before test
999.2529,12.2520,0,A,in test
999.2530,12.2521,0,A,in test
999.2531,12.2522,0,A,before test
999.2532,12.2523,1,B,in test
999.2533,12.2524,0,B,before test
999.2534,12.2525,0,A,in test
999.2535,12.2526,1,B,in test
999.2536,12.2527,0,B,in test
999.2537,12.2528,0,A,before test
999.2538,12.2529,1,A,before test
999.2539,12.2530,0,B,in test
999.2540,12.2531,0,B,before test
999.2541,12.2532,0,A,in test
999.2542,12.2533,0,A,in test
999.2543,12.2534,0,B,before test
999.2544,12.2535,0,A,before test
999.2545,12.2536,0,B,before test
999.2546,12.2537,0,B,in test
999.2547,12.2538,1,A,before test
999.2548,12.2539,0,B,before test
999.2549,12.2540,0,A,in test
999.2550,12.2541,0,A,in test
999.2551,12.2542,1,A,in test
999.2552,12.2543,0,B,in test
999.2553,12.2544,0,B,before test
999.2554,12.2545,1,B,before test
999.2555,12.2546,0,B,in test
999.2556,12.2547,0,A,before test
999.2557,12.2548,0,A,before test
999.2558,12.2549,0,A,before test
999.2559,12.2550,0,A,before test
999.2560,12.2551,0,A,in test
999.2561,12.2552,0,B,before test
999.2562,12.2553,0,B,before test
999.2563,12.2554,1,A,before test
999.2564,12.2555,1,A,before test
999.2565,12.2556,0,B,before test
999.2566,12.2557,1,A,in test
999.2567,12.2558,0,A,in test
999.2568,12.2559,1,A,before test
999.2569,12.2560,0,B,before test
999.2570,12.2561,0,B,before test
999.2571,12.2562,0,A,in test
999.2572,12.2563,0,A,in test
999.2573,12.2564,0,B,before test
999.2574,12.2565,0,A,before test
999.2575,12.2566,0,B,before test
999.2576,12.2567,0,A,in test
999.2577,12.2568,0,B,in test
999.2578,12.2569,0,B,before test
999.2579,12.2570,0,B,before test
999.2580,12.2571,0,A,before test
999.2581,12.2572,0,A,in test
999.2582,12.2573,0,A,in test
999.2583,12.2574,0,B,before test
999.2584,12.2575,0,B,in test
999.2585,12.2576,0,A,before test
